Declaration_Number,Declaration_Type,Declaration_Date,State,Disaster_Type
DR-534,Disaster,02/05/1977,LA,Flood
EM-3040,Emergency,05/05/1977,ID,Drought
DR-535,Disaster,07/05/1977,MO,Tornado
DR-536,Disaster,02/06/1977,GA,Winter
EM-3041,Emergency,11/06/1977,NV,Drought
EM-3042,Emergency,14/06/1977,VI,Drought
EM-3043,Emergency,15/06/1977,WY,Drought
EM-3044,Emergency,20/07/1977,GA,Drought
EM-3045,Emergency,20/07/1977,AL,Drought
DR-537,Disaster,21/07/1977,PA,Flood
EM-3046,Emergency,23/07/1977,VA,Drought
EM-3047,Emergency,04/08/1977,SC,Drought
EM-3049,Emergency,11/08/1977,NC,Drought
EM-3050,Emergency,22/08/1977,MT,Drought
EM-3051,Emergency,24/08/1977,WV,Drought
EM-3052,Emergency,24/08/1977,WV,Flood
EM-3053,Emergency,06/09/1977,VT,Drought
DR-538,Disaster,14/09/1977,MO,Flood
DR-539,Disaster,20/09/1977,KS,Flood
EM-3048,Emergency,03/10/1977,WI,Storm
DR-540,Disaster,04/11/1977,AZ,Flood
DR-541,Disaster,07/11/1977,GA,Flood
DR-542,Disaster,09/11/1977,NC,Flood
DR-543,Disaster,12/11/1977,VA,Flood
DR-544,Disaster,12/11/1977,TN,Flood
DR-545,Disaster,10/12/1977,WA,Flood
EM-3054,Emergency,20/01/1978,AR,Tornado
EM-3055,Emergency,26/01/1978,OH,Snow
EM-3056,Emergency,27/01/1978,IN,Snow
EM-3057,Emergency,27/01/1978,MI,Snow
EM-3058,Emergency,07/02/1978,RI,Snow
EM-3059,Emergency,07/02/1978,MA,Snow
EM-3060,Emergency,07/02/1978,CT,Snow
DR-546,Disaster,10/02/1978,MA,Flood
DR-547,Disaster,15/02/1978,CA,Flood
DR-548,Disaster,16/02/1978,RI,Snow
DR-549,Disaster,16/02/1978,NH,Flood
EM-3061,Emergency,16/02/1978,ND,Snow
DR-550,Disaster,17/02/1978,ME,Flood
DR-551,Disaster,04/03/1978,AZ,Flood
DR-552,Disaster,24/03/1978,NE,Flood
DR-553,Disaster,29/03/1978,IN,Flood
DR-554,Disaster,17/04/1978,ND,Flood
DR-555,Disaster,22/04/1978,MN,Flood
EM-3062,Emergency,22/04/1978,AR,Tornado
EM-3063,Emergency,24/04/1978,MS,Tornado
EM-3064,Emergency,24/04/1978,AL,Tornado
DR-556,Disaster,09/05/1978,LA,Flood
DR-557,Disaster,29/05/1978,WY,Flood
DR-558,Disaster,29/05/1978,MT,Flood
DR-559,Disaster,07/07/1978,WI,Storm
EM-3065,Emergency,07/07/1978,ND,Tornado
DR-560,Disaster,08/07/1978,MN,Storm
DR-561,Disaster,03/08/1978,TX,Flood
EM-3066,Emergency,07/08/1978,NY,Chemical
DR-563,Disaster,09/08/1978,AL,Flood
DR-562,Disaster,18/08/1978,MP,Flood
DR-564,Disaster,15/09/1978,AR,Flood
DR-565,Disaster,20/09/1978,LA,Flood
DR-566,Disaster,09/10/1978,CA,Flood
EM-3067,Emergency,29/10/1978,CA,Fire
DR-567,Disaster,06/12/1978,LA,Tornado
DR-568,Disaster,12/12/1978,KY,Flood
DR-569,Disaster,14/12/1978,WV,Flood
DR-570,Disaster,21/12/1978,AZ,Flood
EM-3068,Emergency,16/01/1979,IL,Snow
EM-3069,Emergency,19/01/1979,WI,Snow
DR-571,Disaster,29/01/1979,NM,Flood
DR-572,Disaster,12/02/1979,MH,Typhoon
DR-573,Disaster,07/03/1979,HI,Flood
EM-3070,Emergency,12/03/1979,WA,Flood
EM-3071,Emergency,12/03/1979,MO,Flood
EM-3072,Emergency,13/03/1979,GA,Flood
EM-3073,Emergency,15/03/1979,NH,Flood
EM-3074,Emergency,17/03/1979,AL,Flood
EM-3075,Emergency,24/03/1979,FL,Flood
EM-3076,Emergency,06/04/1979,IA,Tornado
DR-574,Disaster,11/04/1979,AR,Tornado
DR-575,Disaster,11/04/1979,TX,Tornado
DR-576,Disaster,13/04/1979,OK,Tornado
EM-3077,Emergency,14/04/1979,MS,Storm
DR-577,Disaster,16/04/1979,MS,Storm
DR-578,Disaster,18/04/1979,AL,Flood
DR-579,Disaster,21/04/1979,MO,Tornado
DR-580,Disaster,26/04/1979,TX,Storm
DR-581,Disaster,26/04/1979,ND,Flood
DR-582,Disaster,30/04/1979,MN,Flood
DR-583,Disaster,30/04/1979,IL,Flood
DR-584,Disaster,02/05/1979,LA,Flood
DR-585,Disaster,07/05/1979,TN,Storm
DR-586,Disaster,15/05/1979,FL,Storm
DR-587,Disaster,14/06/1979,TX,Flood
DR-588,Disaster,15/06/1979,KS,Flood
DR-589,Disaster,23/06/1979,NM,Flood
DR-590,Disaster,01/07/1979,IA,Tornado
DR-591,Disaster,19/07/1979,WY,Tornado
DR-592,Disaster,19/07/1979,KY,Flood
DR-593,Disaster,20/07/1979,VA,Flood
DR-594,Disaster,27/07/1979,CA,Flood
DR-595,Disaster,28/07/1979,TX,Flood
DR-596,Disaster,31/07/1979,IN,Flood
DR-597,Disaster,02/09/1979,PR,Hurricane
DR-598,Disaster,13/09/1979,AL,Hurricane
DR-599,Disaster,13/09/1979,MS,Hurricane
DR-600,Disaster,13/09/1979,FL,Hurricane
DR-601,Disaster,14/09/1979,MD,Storm
DR-602,Disaster,16/09/1979,VI,Hurricane
DR-603,Disaster,25/09/1979,TX,Flood
DR-604,Disaster,25/09/1979,LA,Flood
DR-605,Disaster,29/09/1979,NC,Flood
DR-606,Disaster,29/09/1979,VA,Flood
DR-607,Disaster,29/09/1979,FL,Flood
DR-608,Disaster,04/10/1979,CT,Tornado
DR-609,Disaster,19/10/1979,CA,Earthquake
DR-610,Disaster,09/11/1979,AS,Flood
DR-611,Disaster,01/12/1979,FM,Flood
DR-612,Disaster,31/12/1979,WA,Flood
EM-3078,Emergency,01/02/1980,CA,Storm
DR-613,Disaster,06/02/1980,HI,Flood
DR-614,Disaster,19/02/1980,AZ,Flood
DR-615,Disaster,21/02/1980,CA,Flood
DR-616,Disaster,09/04/1980,LA,Flood
DR-617,Disaster,16/04/1980,AR,Tornado
DR-618,Disaster,19/04/1980,MS,Storm
DR-619,Disaster,20/04/1980,AL,Storm
EM-3079,Emergency,06/05/1980,FL,Human Cause
DR-620,Disaster,15/05/1980,MO,Tornado
DR-621,Disaster,16/05/1980,MI,Tornado
DR-622,Disaster,21/05/1980,LA,Flood
DR-623,Disaster,21/05/1980,WA,Volcano
EM-3080,Emergency,21/05/1980,NY,Chemical
DR-624,Disaster,22/05/1980,ID,Volcano
DR-625,Disaster,04/06/1980,NE,Tornado
EM-3081,Emergency,13/06/1980,PA,Tornado
DR-626,Disaster,24/07/1980,WI,Flood
DR-627,Disaster,11/08/1980,TX,Hurricane
DR-628,Disaster,15/08/1980,WV,Flood
DR-629,Disaster,19/08/1980,PA,Flood
DR-630,Disaster,23/08/1980,OH,Flood
DR-631,Disaster,08/09/1980,MI,Flood
EM-3082,Emergency,20/09/1980,ME,Water
DR-632,Disaster,26/09/1980,TX,Flood
DR-633,Disaster,02/10/1980,CA,Flood
EM-3083,Emergency,19/10/1980,NJ,Drought
DR-634,Disaster,27/11/1980,MP,Typhoon
DR-635,Disaster,27/11/1980,CA,Fire
DR-636,Disaster,17/03/1981,KY,Chemical
DR-637,Disaster,24/03/1981,AS,Typhoon
DR-638,Disaster,10/04/1981,AL,Storm
DR-639,Disaster,14/05/1981,AL,Flood
DR-640,Disaster,27/05/1981,MT,Flood
DR-641,Disaster,15/06/1981,PA,Flood
DR-642,Disaster,30/06/1981,OH,Storm
DR-643,Disaster,30/06/1981,IL,Storm
DR-644,Disaster,18/07/1981,KS,Storm
DR-645,Disaster,28/08/1981,NV,Flood
DR-646,Disaster,21/09/1981,TX,Flood
DR-647,Disaster,29/09/1981,FM,Fire
DR-648,Disaster,23/10/1981,TX,Flood
DR-649,Disaster,04/11/1981,OK,Flood
DR-650,Disaster,03/12/1981,MA,Fire
DR-651,Disaster,07/01/1982,CA,Flood
DR-652,Disaster,20/03/1982,IN,Flood
DR-653,Disaster,26/03/1982,OH,Flood
DR-654,Disaster,29/03/1982,MI,Flood
DR-655,Disaster,08/04/1982,TX,Tornado
EM-3084,Emergency,10/04/1982,MS,Tornado
DR-656,Disaster,22/04/1982,HI,Flood
EM-3085,Emergency,23/04/1982,AR,Tornado
DR-657,Disaster,24/04/1982,CA,Fire
DR-658,Disaster,11/05/1982,ND,Flood
DR-659,Disaster,25/05/1982,TX,Flood
DR-660,Disaster,05/06/1982,IL,Tornado
DR-661,Disaster,14/06/1982,CT,Flood
DR-662,Disaster,18/06/1982,OK,Flood
DR-663,Disaster,28/06/1982,KS,Flood
DR-664,Disaster,07/07/1982,FL,Flood
DR-665,Disaster,22/07/1982,CO,Flood
EM-3086,Emergency,19/08/1982,WA,Flood
DR-666,Disaster,24/08/1982,TN,Flood
DR-667,Disaster,26/08/1982,MO,Flood
DR-668,Disaster,22/09/1982,TN,Flood
DR-669,Disaster,24/09/1982,CA,Flood
DR-670,Disaster,29/09/1982,KY,Flood
DR-671,Disaster,27/11/1982,HI,Typhoon
DR-672,Disaster,10/12/1982,MO,Flood
DR-673,Disaster,13/12/1982,AR,Storm
DR-674,Disaster,13/12/1982,IL,Storm
DR-675,Disaster,11/01/1983,LA,Flood
DR-676,Disaster,27/01/1983,WA,Flood
DR-677,Disaster,09/02/1983,CA,Storm
DR-678,Disaster,16/04/1983,MS,Storm
DR-679,Disaster,20/04/1983,LA,Flood
DR-680,Disaster,30/04/1983,UT,Flood
DR-681,Disaster,30/04/1983,VI,Flood
DR-682,Disaster,05/05/1983,CA,Earthquake
DR-683,Disaster,01/06/1983,MS,Storm
DR-684,Disaster,06/06/1983,IL,Storm
DR-685,Disaster,10/06/1983,OK,Flood
DR-686,Disaster,01/07/1983,AZ,Flood
DR-687,Disaster,01/07/1983,CA,Flood
DR-688,Disaster,01/08/1983,AR,Flood
DR-689,Disaster,19/08/1983,TX,Hurricane
DR-690,Disaster,22/09/1983,CA,Flood
DR-691,Disaster,05/10/1983,AZ,Flood
DR-692,Disaster,24/10/1983,NM,Flood
DR-693,Disaster,26/10/1983,OK,Flood
DR-694,Disaster,18/11/1983,ID,Earthquake
DR-695,Disaster,13/12/1983,AL,Storm
EM-3087,Emergency,21/12/1983,MS,Flood
DR-696,Disaster,07/01/1984,TX,Winter
DR-697,Disaster,16/02/1984,ID,Snow
DR-698,Disaster,29/03/1984,FL,Winter
DR-699,Disaster,30/03/1984,NC,Tornado
DR-700,Disaster,30/03/1984,SC,Tornado
DR-701,Disaster,12/04/1984,NJ,Flood
DR-702,Disaster,17/04/1984,NY,Flood
DR-703,Disaster,26/04/1984,MS,Tornado
DR-704,Disaster,03/05/1984,OK,Tornado
EM-3088,Emergency,11/05/1984,AL,Tornado
EM-3089,Emergency,11/05/1984,GA,Tornado
DR-705,Disaster,15/05/1984,KY,Storm
DR-706,Disaster,15/05/1984,WV,Flood
EM-3090,Emergency,15/05/1984,LA,Tornado
DR-707,Disaster,23/05/1984,VA,Flood
DR-708,Disaster,25/05/1984,TN,Flood
DR-709,Disaster,31/05/1984,OK,Flood
DR-710,Disaster,12/06/1984,WI,Tornado
DR-711,Disaster,18/06/1984,CT,Flood
DR-712,Disaster,18/06/1984,VT,Flood
DR-713,Disaster,21/06/1984,MO,Flood
DR-714,Disaster,22/06/1984,KS,Storm
DR-715,Disaster,27/06/1984,IA,Storm
DR-716,Disaster,03/07/1984,NE,Tornado
EM-3091,Emergency,10/07/1984,WI,Flood
DR-717,Disaster,19/07/1984,SD,Flood
DR-718,Disaster,19/07/1984,NE,Tornado
DR-719,Disaster,27/07/1984,CO,Flood
DR-720,Disaster,17/08/1984,UT,Flood
DR-721,Disaster,27/08/1984,PA,Flood
DR-722,Disaster,06/09/1984,NM,Flood
DR-723,Disaster,06/09/1984,NV,Flood
DR-724,Disaster,21/09/1984,NC,Hurricane
DR-725,Disaster,25/09/1984,NY,Flood
DR-726,Disaster,02/10/1984,TX,Flood
DR-727,Disaster,30/10/1984,TX,Flood
DR-728,Disaster,31/10/1984,LA,Flood
DR-729,Disaster,10/12/1984,VI,Hurricane
DR-730,Disaster,15/01/1985,AZ,Storm
DR-731,Disaster,18/01/1985,NM,Flood
DR-732,Disaster,18/03/1985,FL,Winter
DR-733,Disaster,20/03/1985,NY,Flood
DR-734,Disaster,22/03/1985,NY,Snow
DR-735,Disaster,29/03/1985,IL,Flood
DR-736,Disaster,31/05/1985,PR,Flood
DR-737,Disaster,03/06/1985,PA,Tornado
DR-738,Disaster,03/06/1985,OH,Tornado
DR-739,Disaster,18/07/1985,CA,Fire
DR-740,Disaster,07/08/1985,WY,Flood
DR-741,Disaster,04/09/1985,MS,Hurricane
DR-742,Disaster,07/09/1985,AL,Hurricane
DR-743,Disaster,12/09/1985,FL,Hurricane
DR-744,Disaster,18/09/1985,MI,Flood
DR-745,Disaster,08/10/1985,PA,Hurricane
DR-746,Disaster,10/10/1985,PR,Flood
DR-747,Disaster,11/10/1985,CT,Hurricane
DR-748,Disaster,15/10/1985,RI,Hurricane
DR-749,Disaster,15/10/1985,NJ,Hurricane
DR-750,Disaster,18/10/1985,NY,Hurricane
DR-751,Disaster,28/10/1985,MA,Hurricane
DR-752,Disaster,01/11/1985,LA,Hurricane
DR-753,Disaster,07/11/1985,WV,Flood
DR-754,Disaster,09/11/1985,PA,Flood
DR-755,Disaster,09/11/1985,VA,Flood
DR-756,Disaster,03/12/1985,FL,Hurricane
DR-757,Disaster,15/02/1986,WA,Flood
DR-758,Disaster,21/02/1986,CA,Flood
DR-759,Disaster,28/02/1986,NV,Flood
DR-760,Disaster,13/03/1986,UT,Flood
DR-761,Disaster,15/03/1986,MT,Flood
DR-762,Disaster,19/03/1986,WA,Flood
DR-763,Disaster,23/04/1986,TX,Tornado
DR-764,Disaster,03/05/1986,SD,Flood
DR-765,Disaster,03/06/1986,FM,Typhoon
DR-766,Disaster,05/06/1986,PA,Flood
DR-767,Disaster,05/06/1986,IN,Tornado
DR-768,Disaster,10/07/1986,PR,Flood
DR-769,Disaster,26/07/1986,WA,Flood
DR-770,Disaster,14/08/1986,WI,Flood
DR-771,Disaster,27/08/1986,NH,Flood
DR-772,Disaster,10/09/1986,TX,Tornado
DR-773,Disaster,10/09/1986,MD,Flood
DR-774,Disaster,18/09/1986,MI,Flood
DR-775,Disaster,07/10/1986,WI,Flood
DR-776,Disaster,07/10/1986,IL,Flood
DR-777,Disaster,14/10/1986,MT,Flood
DR-778,Disaster,14/10/1986,OK,Flood
DR-779,Disaster,14/10/1986,MO,Flood
DR-780,Disaster,22/10/1986,KS,Flood
DR-781,Disaster,27/10/1986,AK,Flood
DR-782,Disaster,27/10/1986,AK,Flood
DR-783,Disaster,10/12/1986,MP,Typhoon
DR-784,Disaster,15/12/1986,WA,Flood
DR-785,Disaster,24/01/1987,AS,Hurricane
DR-786,Disaster,02/02/1987,FM,Typhoon
DR-787,Disaster,05/03/1987,MS,Storm
DR-788,Disaster,09/04/1987,ME,Flood
DR-789,Disaster,16/04/1987,NH,Flood
DR-790,Disaster,18/04/1987,MA,Flood
DR-791,Disaster,27/04/1987,MH,Fire
DR-792,Disaster,15/05/1987,NY,Flood
DR-793,Disaster,26/05/1987,TX,Tornado
DR-794,Disaster,09/07/1987,OK,Flood
DR-795,Disaster,17/07/1987,IA,Flood
DR-796,Disaster,17/07/1987,OH,Flood
DR-797,Disaster,06/08/1987,MN,Storm
DR-798,Disaster,21/08/1987,IL,Flood
EM-3092,Emergency,04/09/1987,WY,Chemical
DR-799,Disaster,07/10/1987,CA,Earthquake
DR-800,Disaster,03/11/1987,MP,Typhoon
DR-801,Disaster,10/11/1987,NY,Snow
DR-802,Disaster,20/11/1987,TX,Tornado
DR-803,Disaster,25/11/1987,FM,Typhoon
DR-804,Disaster,30/11/1987,LA,Tornado
DR-805,Disaster,17/12/1987,PR,Flood
DR-806,Disaster,17/12/1987,AR,Tornado
DR-807,Disaster,31/12/1987,AR,Flood
DR-808,Disaster,08/01/1988,HI,Flood
DR-809,Disaster,16/01/1988,MH,Typhoon
DR-810,Disaster,20/01/1988,GU,Typhoon
DR-811,Disaster,20/01/1988,MP,Typhoon
DR-812,Disaster,05/02/1988,CA,Flood
DR-813,Disaster,11/03/1988,AK,Fire
DR-814,Disaster,28/07/1988,IA,Tornado
DR-815,Disaster,29/09/1988,CA,Fire
DR-816,Disaster,05/10/1988,TX,Hurricane
DR-817,Disaster,23/11/1988,AR,Tornado
DR-818,Disaster,02/12/1988,NC,Tornado
DR-819,Disaster,13/01/1989,IL,Tornado
DR-820,Disaster,31/01/1989,UT,Flood
DR-821,Disaster,24/02/1989,KY,Flood
DR-822,Disaster,14/04/1989,WA,Flood
DR-823,Disaster,23/04/1989,TX,Flood
DR-824,Disaster,08/05/1989,MN,Flood
DR-825,Disaster,08/05/1989,ND,Flood
DR-826,Disaster,10/05/1989,AK,Winter
DR-827,Disaster,17/05/1989,NC,Tornado
DR-828,Disaster,19/05/1989,TX,Storm
DR-829,Disaster,20/05/1989,LA,Flood
DR-830,Disaster,07/06/1989,ME,Flood
DR-831,Disaster,10/06/1989,OH,Flood
DR-832,Disaster,10/06/1989,AK,Flood
DR-833,Disaster,16/06/1989,LA,Tornado
DR-834,Disaster,30/06/1989,KY,Flood
DR-835,Disaster,17/07/1989,LA,Flood
DR-837,Disaster,17/07/1989,CT,Tornado
DR-836,Disaster,18/07/1989,TX,Flood
DR-838,Disaster,28/08/1989,DC,Storm
DR-839,Disaster,28/08/1989,MD,Storm
DR-840,Disaster,11/09/1989,VT,Flood
DR-841,Disaster,20/09/1989,VI,Hurricane
DR-842,Disaster,21/09/1989,PR,Hurricane
DR-843,Disaster,22/09/1989,SC,Hurricane
DR-844,Disaster,25/09/1989,NC,Hurricane
DR-845,Disaster,18/10/1989,CA,Earthquake
DR-846,Disaster,30/10/1989,KY,Flood
DR-847,Disaster,08/11/1989,VA,Flood
DR-848,Disaster,17/11/1989,AL,Tornado
DR-849,Disaster,22/11/1989,LA,Flood
DR-850,Disaster,09/01/1990,TX,Winter
DR-851,Disaster,15/01/1990,FL,Winter
DR-852,Disaster,18/01/1990,WA,Flood
DR-853,Disaster,24/01/1990,OR,Flood
DR-854,Disaster,05/02/1990,MP,Typhoon
DR-855,Disaster,09/02/1990,AS,Hurricane
DR-856,Disaster,17/02/1990,AL,Storm
DR-857,Disaster,23/02/1990,GA,Storm
DR-858,Disaster,27/02/1990,TN,Flood
DR-859,Disaster,28/02/1990,MS,Storm
DR-860,Disaster,06/03/1990,IL,Ice
DR-861,Disaster,21/03/1990,AL,Storm
DR-862,Disaster,03/04/1990,FL,Flood
DR-863,Disaster,02/05/1990,TX,Storm
DR-865,Disaster,15/05/1990,AR,Flood
DR-864,Disaster,18/05/1990,HI,Volcano
DR-866,Disaster,18/05/1990,OK,Storm
DR-867,Disaster,24/05/1990,MO,Flood
DR-868,Disaster,26/05/1990,IA,Flood
DR-869,Disaster,04/06/1990,IN,Storm
DR-870,Disaster,06/06/1990,OH,Storm
DR-871,Disaster,22/06/1990,IL,Storm
DR-872,Disaster,30/06/1990,CA,Fire
DR-873,Disaster,04/07/1990,NE,Storm
DR-874,Disaster,13/07/1990,WI,Storm
DR-875,Disaster,25/07/1990,VT,Flood
DR-876,Disaster,29/08/1990,NH,Flood
DR-878,Disaster,29/08/1990,IL,Tornado
DR-877,Disaster,30/08/1990,WI,Flood
DR-879,Disaster,06/09/1990,IA,Flood
DR-880,Disaster,19/10/1990,GA,Flood
DR-881,Disaster,22/10/1990,SC,Flood
DR-883,Disaster,26/11/1990,WA,Flood
DR-882,Disaster,28/11/1990,PW,Typhoon
DR-884,Disaster,06/12/1990,AZ,Flood
DR-885,Disaster,06/12/1990,IN,Flood
DR-886,Disaster,14/12/1990,FM,Typhoon
DR-887,Disaster,24/12/1990,GU,Typhoon
DR-888,Disaster,03/01/1991,MS,Storm
DR-889,Disaster,04/01/1991,TN,Flood
DR-890,Disaster,04/01/1991,AL,Flood
DR-891,Disaster,05/01/1991,IN,Flood
DR-892,Disaster,17/01/1991,FM,Typhoon
DR-893,Disaster,29/01/1991,KY,Flood
DR-894,Disaster,11/02/1991,CA,Winter
DR-895,Disaster,05/03/1991,MS,Flood
DR-896,Disaster,08/03/1991,WA,Flood
DR-897,Disaster,15/03/1991,GA,Flood
DR-898,Disaster,21/03/1991,NY,Snow
DR-899,Disaster,29/03/1991,IN,Ice
DR-900,Disaster,12/04/1991,TX,Storm
DR-901,Disaster,19/04/1991,ME,Snow
DR-902,Disaster,23/04/1991,LA,Flood
DR-903,Disaster,29/04/1991,KS,Tornado
DR-904,Disaster,03/05/1991,LA,Storm
DR-905,Disaster,08/05/1991,OK,Tornado
DR-906,Disaster,17/05/1991,MS,Storm
DR-908,Disaster,28/05/1991,NE,Flood
DR-907,Disaster,30/05/1991,AR,Flood
DR-909,Disaster,30/05/1991,AK,Snow
DR-910,Disaster,21/06/1991,TN,Flood
DR-911,Disaster,12/07/1991,IA,Flood
DR-912,Disaster,06/08/1991,WI,Storm
DR-913,Disaster,26/08/1991,RI,Hurricane
DR-914,Disaster,26/08/1991,MA,Hurricane
DR-915,Disaster,28/08/1991,ME,Hurricane
DR-916,Disaster,30/08/1991,CT,Hurricane
DR-917,Disaster,09/09/1991,NH,Hurricane
DR-918,Disaster,16/09/1991,NY,Hurricane
DR-919,Disaster,22/10/1991,CA,Fire
DR-920,Disaster,04/11/1991,MA,Storm
DR-921,Disaster,07/11/1991,ME,Storm
DR-922,Disaster,13/11/1991,WA,Fire
DR-923,Disaster,13/11/1991,NH,Storm
DR-924,Disaster,04/12/1991,GU,Typhoon
DR-925,Disaster,06/12/1991,MH,Typhoon
DR-926,Disaster,10/12/1991,FM,Typhoon
DR-927,Disaster,13/12/1991,AS,Hurricane
DR-928,Disaster,26/12/1991,IA,Ice
DR-929,Disaster,26/12/1991,MN,Ice
DR-930,Disaster,26/12/1991,TX,Flood
DR-931,Disaster,22/01/1992,PR,Flood
DR-933,Disaster,06/02/1992,DE,Flood
DR-932,Disaster,07/02/1992,MH,Flood
DR-934,Disaster,07/02/1992,FM,Typhoon
DR-935,Disaster,25/02/1992,CA,Flood
DR-936,Disaster,03/03/1992,NJ,Storm
DR-938,Disaster,18/03/1992,VT,Flood
DR-937,Disaster,20/03/1992,TX,Flood
DR-939,Disaster,20/03/1992,MS,Tornado
DR-940,Disaster,27/03/1992,ME,Flood
DR-941,Disaster,15/04/1992,IL,Flood
DR-942,Disaster,02/05/1992,CA,Fire
DR-943,Disaster,04/05/1992,CA,Earthquake
DR-944,Disaster,19/05/1992,VA,Flood
EM-3093,Emergency,20/05/1992,FM,Drought
DR-945,Disaster,18/06/1992,NM,Flood
DR-946,Disaster,26/06/1992,MN,Storm
DR-947,Disaster,02/07/1992,CA,Earthquake
DR-948,Disaster,02/07/1992,SD,Storm
DR-949,Disaster,02/07/1992,TX,Tornado
DR-950,Disaster,24/07/1992,AR,Storm
DR-951,Disaster,04/08/1992,OH,Storm
DR-952,Disaster,14/08/1992,FL,Flood
DR-953,Disaster,17/08/1992,IN,Flood
DR-954,Disaster,19/08/1992,NE,Flood
DR-955,Disaster,24/08/1992,FL,Hurricane
DR-956,Disaster,26/08/1992,LA,Hurricane
DR-957,Disaster,28/08/1992,GU,Typhoon
DR-958,Disaster,29/08/1992,CA,Fire
DR-959,Disaster,02/09/1992,WI,Tornado
DR-960,Disaster,09/09/1992,TX,Storm
DR-961,Disaster,12/09/1992,HI,Hurricane
EM-3094,Emergency,16/09/1992,RI,Chemical
DR-962,Disaster,18/09/1992,IN,Storm
DR-963,Disaster,18/09/1992,WI,Tornado
DR-964,Disaster,30/09/1992,WI,Flood
DR-965,Disaster,02/10/1992,IA,Flood
DR-966,Disaster,08/10/1992,FL,Storm
DR-967,Disaster,17/10/1992,MS,Tornado
DR-968,Disaster,25/11/1992,MS,Tornado
DR-969,Disaster,01/12/1992,GA,Tornado
DR-970,Disaster,04/12/1992,TX,Tornado
DR-971,Disaster,16/12/1992,MH,Typhoon
DR-972,Disaster,17/12/1992,CT,Flood
DR-973,Disaster,18/12/1992,NJ,Flood
DR-974,Disaster,21/12/1992,NY,Flood
DR-975,Disaster,21/12/1992,MA,Storm
DR-976,Disaster,15/01/1993,DE,Storm
DR-977,Disaster,19/01/1993,AZ,Flood
DR-978,Disaster,02/02/1993,LA,Flood
DR-979,Disaster,03/02/1993,CA,Flood
DR-980,Disaster,04/03/1993,GA,Tornado
DR-981,Disaster,04/03/1993,WA,Storm
DR-982,Disaster,13/03/1993,FL,Tornado
EM-3095,Emergency,14/03/1993,TN,Snow
EM-3096,Emergency,15/03/1993,AL,Snow
EM-3097,Emergency,15/03/1993,GA,Snow
EM-3099,Emergency,15/03/1993,ME,Snow
EM-3098,Emergency,16/03/1993,CT,Snow
EM-3100,Emergency,16/03/1993,MD,Snow
EM-3101,Emergency,16/03/1993,NH,Snow
EM-3102,Emergency,16/03/1993,RI,Snow
EM-3103,Emergency,16/03/1993,MA,Snow
EM-3104,Emergency,16/03/1993,KY,Snow
EM-3105,Emergency,16/03/1993,PA,Snow
EM-3106,Emergency,17/03/1993,NJ,Snow
EM-3107,Emergency,17/03/1993,NY,Snow
EM-3108,Emergency,17/03/1993,DC,Snow
EM-3109,Emergency,17/03/1993,WV,Snow
EM-3110,Emergency,17/03/1993,NC,Snow
EM-3111,Emergency,18/03/1993,DE,Snow
EM-3112,Emergency,25/03/1993,VA,Snow
DR-983,Disaster,02/04/1993,NE,Flood
DR-984,Disaster,02/04/1993,NY,Human Cause
DR-985,Disaster,26/04/1993,OR,Earthquake
DR-986,Disaster,26/04/1993,IA,Flood
DR-987,Disaster,26/04/1993,OK,Tornado
DR-988,Disaster,11/05/1993,ME,Flood
DR-989,Disaster,11/05/1993,MO,Flood
DR-990,Disaster,12/05/1993,VT,Flood
DR-991,Disaster,12/05/1993,OK,Storm
DR-992,Disaster,07/06/1993,NM,Flood
DR-993,Disaster,11/06/1993,MN,Storm
DR-994,Disaster,02/07/1993,WI,Storm
DR-995,Disaster,09/07/1993,MO,Flood
DR-996,Disaster,09/07/1993,IA,Flood
DR-997,Disaster,09/07/1993,IL,Flood
DR-998,Disaster,19/07/1993,NE,Flood
DR-999,Disaster,19/07/1993,SD,Storm
DR-1000,Disaster,22/07/1993,KS,Flood
DR-1001,Disaster,26/07/1993,ND,Flood
DR-1002,Disaster,09/09/1993,IN,Storm
DR-1003,Disaster,10/09/1993,NC,Hurricane
EM-3113,Emergency,10/09/1993,TX,Drought
DR-1004,Disaster,15/10/1993,OR,Earthquake
DR-1005,Disaster,28/10/1993,CA,Fire
DR-1006,Disaster,01/12/1993,MO,Storm
DR-1007,Disaster,22/12/1993,VA,Storm
DR-1008,Disaster,17/01/1994,CA,Earthquake
DR-1009,Disaster,18/02/1994,MS,Storm
DR-1010,Disaster,28/02/1994,TN,Storm
DR-1011,Disaster,28/02/1994,AR,Snow
DR-1012,Disaster,28/02/1994,LA,Storm
DR-1013,Disaster,03/03/1994,AL,Storm
DR-1014,Disaster,10/03/1994,VA,Snow
DR-1015,Disaster,10/03/1994,PA,Storm
DR-1016,Disaster,16/03/1994,MD,Snow
DR-1017,Disaster,16/03/1994,DE,Storm
DR-1018,Disaster,16/03/1994,KY,Snow
DR-1019,Disaster,30/03/1994,AL,Storm
DR-1020,Disaster,31/03/1994,GA,Tornado
DR-1021,Disaster,11/04/1994,VA,Storm
DR-1022,Disaster,14/04/1994,TN,Flood
DR-1023,Disaster,21/04/1994,MO,Storm
DR-1024,Disaster,21/04/1994,OK,Storm
DR-1025,Disaster,26/04/1994,IL,Storm
DR-1026,Disaster,29/04/1994,TX,Storm
